FIT_log_likelihood,absolute_error_Delta,absolute_error_G,absolute_error_Omega,absolute_error_R,baseline_guard_hit_count,baseline_guard_hits,converged,delta_LS_ar1,delta_LS_narrative,delta_LS_persistence,error,fitted_Delta,fitted_G,fitted_Omega,fitted_R,fitted_local_regime,holdout_LS_RCWE,holdout_MAE_RCWE,optimizer_agreement,regime_recovered,scenario,seed,successful_starts,top_two_log_likelihood_gap,truth_Delta,truth_G,truth_Omega,truth_R,truth_regime
-26.34648180347248,0.014177332433491452,0.6518867998804959,2.907232067581867,0.07091695477096333,0,,False,0.22496476932198473,4.852022982465367,3.4894335769277935,,0.48582266756650855,0.14811320011950416,5.092767932418133,0.029083045229036677,stable,-5.787485249262587,0.028541563609469967,False,True,strong_stable,260901,4,80.02439594089114,0.5,0.8,8.0,0.1,stable
-32.83190231898612,0.012098706632021339,0.06915629149279856,0.6497046276095775,0.0005694776222958109,0,,False,-0.23211065288403354,2.3978511178791955,1.760779570383555,,0.48790129336797866,0.7308437085072015,7.3502953723904225,0.0994305223777042,stable,-11.268495110994948,0.05555670263050425,False,True,strong_stable,260902,4,75.61097832809602,0.5,0.8,8.0,0.1,stable
-14.004516458469272,0.010283546906803553,0.0047499466167956195,0.48809334931347514,0.005190728530113944,0,,False,-6.692283984443112,-7.4995437305766295,-9.650362397163542,,0.5102835469068036,0.8047499466167957,8.488093349313475,0.09480927146988606,stable,-24.577598203479827,0.07740208404724233,False,True,strong_stable,260903,4,89.25444727938093,0.5,0.8,8.0,0.1,stable
-33.71282607629704,0.008750290101822489,0.19689360462152117,1.0971111084731797,0.012629856157936756,0,,False,0.29899276075112446,0.33900931670591206,2.5335896317573354,,0.5087502901018225,0.6031063953784789,6.90288889152682,0.08737014384206325,stable,-10.949638885937999,0.04960135500205938,False,True,strong_stable,260904,4,68.77198969564671,0.5,0.8,8.0,0.1,stable
-81.4574652167009,0.09999999999999998,0.04999999999999993,7.0,0.049999999999999996,0,,False,-9.318583368387028,-9.003847447549878,-4.91553207672913,,0.4,0.7500000000000001,15.0,0.05000000000000001,stable,-17.97290420358179,0.13591206725009497,False,True,strong_stable,260905,4,24.20879394699577,0.5,0.8,8.0,0.1,stable
-26.70642953261542,0.0064756408355709505,0.7994347901867243,2.347901867241591,0.0999,0,,False,-0.064802738204909,6.489384062529364,3.0968036003401718,,0.506475640835571,0.0005652098132758414,5.652098132758409,0.00010000000000000009,stable,-7.616978230723806,0.030182585354659973,False,True,strong_stable,260906,4,77.09795598736142,0.5,0.8,8.0,0.1,stable
-36.64995579640148,0.013648986711246036,0.13514979481270262,0.08946255591226748,0.015953851443532355,0,,False,1.0891654762865084,0.7490203312148083,5.0304931441809675,,0.48635101328875396,0.6648502051872974,7.9105374440877325,0.08404614855646765,stable,-10.38242027493864,0.05393538443466842,False,True,strong_stable,260907,4,72.59899829366262,0.5,0.8,8.0,0.1,stable
-80.13699092692943,0.09999999999999998,0.04999999999999993,7.0,0.049999999999999996,0,,False,-11.457571915122928,-7.636585960491487,-9.284565671534565,,0.4,0.7500000000000001,15.0,0.05000000000000001,stable,-22.43694567604201,0.16073564688694336,False,True,strong_stable,260908,4,28.91348529805282,0.5,0.8,8.0,0.1,stable
-72.68759860727101,0.09999999999999998,0.04999999999999993,7.0,0.049999999999999996,0,,False,-5.545727749615258,4.878284529699661,-3.613608402955986,,0.4,0.7500000000000001,15.0,0.05000000000000001,stable,-15.764253238443109,0.12376498082131555,False,True,strong_stable,260909,3,33.419598573368006,0.5,0.8,8.0,0.1,stable
-37.88471104353971,0.007551143501235369,0.28700454471375636,0.4326008247009314,0.03220980638093936,0,,False,1.5955266897100007,4.166475949531105,4.109462202743989,,0.49244885649876463,0.5129954552862437,7.567399175299069,0.06779019361906065,stable,-9.91864435492851,0.04475119777513041,False,True,strong_stable,260910,4,69.9271778970142,0.5,0.8,8.0,0.1,stable
-18.728170606162248,0.000596389021900845,0.14398748436301378,0.2240638418416534,0.01478357932489277,0,,False,-0.13748474508354747,2.2076331214027363,2.47738874544873,,0.5005963890219008,0.9439874843630138,8.224063841841653,0.11478357932489278,stable,-8.236393085536065,0.03560956861808772,False,True,strong_stable,260911,4,87.84819794634232,0.5,0.8,8.0,0.1,stable
-96.51755894897835,0.09999999999999998,0.04999999999999993,7.0,0.049999999999999996,0,,False,-8.078880734248512,-7.662421489347908,-4.452284780043916,,0.4,0.7500000000000001,15.0,0.05000000000000001,stable,-20.212732508891808,0.1484121234200912,False,True,strong_stable,260912,4,8.001175168462467,0.5,0.8,8.0,0.1,stable
-80.61950571745467,0.09999999999999998,0.04999999999999993,7.0,0.049999999999999996,0,,False,-12.410574685879633,-8.786761135871178,-6.754857327107533,,0.4,0.7500000000000001,15.0,0.05000000000000001,stable,-15.717514663165693,0.12323564688694337,False,True,strong_stable,260913,4,21.819225486696766,0.5,0.8,8.0,0.1,stable
-33.15746509414297,0.01106906717924272,0.38334877108599485,0.621985916012215,0.04352799761954277,0,,False,1.263975554878713,1.9619941158244183,5.910229606200807,,0.5110690671792427,0.4166512289140052,7.378014083987785,0.056472002380457235,stable,-5.41561033832862,0.025366079988732426,False,True,strong_stable,260914,4,72.40660086298513,0.5,0.8,8.0,0.1,stable
-82.63815360733506,0.09999999999999998,0.04999999999999993,7.0,0.049999999999999996,0,,False,-8.079101085426009,-7.803690734574701,-3.444395572131782,,0.4,0.7500000000000001,15.0,0.05000000000000001,stable,-17.972908187259414,0.13591211412238474,False,True,strong_stable,260915,4,25.849451801050563,0.5,0.8,8.0,0.1,stable
-80.13022811932876,0.09999999999999998,0.04999999999999993,7.0,0.049999999999999996,0,,False,-12.408889949287136,-6.130943687651298,-9.324584498693756,,0.4,0.7500000000000001,15.0,0.05000000000000001,stable,-17.95732543857803,0.13573564688694334,False,True,strong_stable,260916,4,21.291873207615467,0.5,0.8,8.0,0.1,stable
-76.44143077780853,0.09999999999999998,0.04999999999999993,7.0,0.049999999999999996,0,,False,-9.55446326604184,-3.289395253775975,-7.733269194753295,,0.4,0.7500000000000001,15.0,0.05000000000000001,stable,-15.733089965343892,0.12341204370558148,False,True,strong_stable,260917,4,26.20504395568726,0.5,0.8,8.0,0.1,stable
-82.81462074963667,0.09999999999999998,0.04999999999999993,7.0,0.049999999999999996,0,,False,-9.536422877019444,13.47398564936383,-6.729479922084574,,0.4,0.7500000000000001,15.0,0.05000000000000001,stable,-20.212708439793747,0.14841209190486243,False,True,strong_stable,260918,4,22.52654117671503,0.5,0.8,8.0,0.1,stable
-36.14768517058575,0.016109685451158262,0.21979591974289914,0.6775331270495091,0.020763850444936824,0,,False,0.3946571759343458,2.636245004612724,5.785191464315747,,0.48389031454884174,0.5802040802571009,7.322466872950491,0.07923614955506318,stable,-4.935786526361098,0.02356051757597668,False,True,strong_stable,260919,4,72.48780955294535,0.5,0.8,8.0,0.1,stable
-82.16433763329496,0.09999999999999998,0.04999999999999993,7.0,0.049999999999999996,0,,False,-12.46462764433538,-10.305866539674419,-9.324583647033284,,0.4,0.7500000000000001,15.0,0.05000000000000001,stable,-17.957324586917306,0.13573564688694334,False,True,strong_stable,260920,4,21.567554472479472,0.5,0.8,8.0,0.1,stable
-108.89131492371362,0.09999999999999998,0.0499999999999996,7.000000000000001,0.15,0,,False,-17.223742672510394,-16.44942468668912,-9.375573365812222,,0.6,1.2499999999999998,4.999999999999999,0.25,stable,-40.21394555697445,0.36731960507621353,False,False,strong_oscillatory,260901,4,4.7591513440225555,0.5,1.2000000000000002,12.0,0.1,oscillatory
-64.91505819350346,0.020124906142664267,0.2953444544438607,0.8938404943972351,0.01854470079420663,0,,False,-0.265400169435015,0.04425095017565894,10.533207814208364,,0.5201249061426643,0.9046555455561395,11.106159505602765,0.08145529920579338,stable,-22.082680816814662,0.13780280271196638,False,False,strong_oscillatory,260902,4,55.59660210343746,0.5,1.2000000000000002,12.0,0.1,oscillatory
-112.81599536289256,0.09999999999999998,0.0499999999999996,7.000000000000001,0.15,0,,False,-14.49484410138415,-13.673182240028183,-4.264974788445016,,0.6,1.2499999999999998,4.999999999999999,0.25,stable,-37.946116245696786,0.32981960507621355,False,False,strong_oscillatory,260903,4,7.350958015166086,0.5,1.2000000000000002,12.0,0.1,oscillatory
-110.39617322715422,0.09999999999999998,0.45000000000000007,3.0,0.049999999999999996,0,,False,-4.754214762125084,-4.593366536698301,5.634278327131131,,0.4,0.7500000000000001,15.0,0.05000000000000001,stable,-27.010039064440324,0.18679419174470885,False,False,strong_oscillatory,260904,4,3.0848117265604458,0.5,1.2000000000000002,12.0,0.1,oscillatory
-120.32273894464973,0.09999999999999998,0.0499999999999996,7.000000000000001,0.15,0,,False,-15.43946084940207,-12.887072694595414,-7.885413804828815,,0.6,1.2499999999999998,4.999999999999999,0.25,stable,-40.33377744606367,0.3548196050762135,False,False,strong_oscillatory,260905,4,8.611509625365812,0.5,1.2000000000000002,12.0,0.1,oscillatory
-64.1990896406341,0.015111570670269137,0.4631065844933151,1.1313236011910028,0.03220026169999553,0,,False,-0.3946691614777045,3.1172721095399254,6.881269732932228,,0.5151115706702691,0.7368934155066851,10.868676398808997,0.06779973830000448,stable,-25.76454389970358,0.18330662395971015,False,False,strong_oscillatory,260906,4,46.83590994049389,0.5,1.2000000000000002,12.0,0.1,oscillatory
-67.99649885644465,0.03714901087701444,0.4456325627505532,1.4962539480316384,0.028181104768038312,0,,False,0.44958666655074353,0.602029893568595,9.529555725986587,,0.46285098912298556,0.754367437249447,10.503746051968362,0.0718188952319617,stable,-21.471103496041426,0.14574082710945238,False,False,strong_oscillatory,260907,4,49.93779412907254,0.5,1.2000000000000002,12.0,0.1,oscillatory
-114.0951682451613,0.09999999999999998,0.0499999999999996,7.000000000000001,0.15,0,,False,-10.793941202315782,-10.627537870221229,1.450106100952894,,0.6,1.2499999999999998,4.999999999999999,0.25,stable,-35.87268001440922,0.3093376445686599,False,False,strong_oscillatory,260908,4,7.258434414376154,0.5,1.2000000000000002,12.0,0.1,oscillatory
-118.41889975442399,0.09999999999999998,0.0499999999999996,7.000000000000001,0.15,0,,False,-15.78590985798781,-15.043504948993405,-6.278197477093016,,0.6,1.2499999999999998,4.999999999999999,0.25,stable,-38.48311560124506,0.3423196050762135,False,False,strong_oscillatory,260909,4,0.8214635588467019,0.5,1.2000000000000002,12.0,0.1,oscillatory
-67.47116584564283,0.013171790663020766,0.3734872283956494,1.0372922828467388,0.024606876975191747,0,,False,-0.6613884778705597,-0.7246608927317233,7.460994263139003,,0.5131717906630208,0.8265127716043508,10.962707717153261,0.07539312302480826,stable,-21.2890553834564,0.11500271212724664,False,False,strong_oscillatory,260910,4,50.1470377283092,0.5,1.2000000000000002,12.0,0.1,oscillatory
-113.8982555505087,0.09999999999999998,0.45000000000000007,3.0,0.049999999999999996,0,,False,-5.955984293399858,-5.503481973333006,6.2431694800147355,,0.4,0.7500000000000001,15.0,0.05000000000000001,stable,-26.978883749239877,0.1864413142267336,False,False,strong_oscillatory,260911,4,4.703993408295034,0.5,1.2000000000000002,12.0,0.1,oscillatory
